State,race,tot_pop,tot_cit,tot_reg,pct_reg_tot,me_pct_reg_tot,pct_reg_cit,me_pct_reg_cit,tot_vote,pct_vote_tot,me_pct_vote_tot,pct_vote_cit,me_pct_vote_cit,year
VIRGINIA,Female,3246,3046,2032,62.6,2.6,66.7,2.6,1253,38.6,2.6,41.1,2.7,2014
VIRGINIA,White alone,4480,4287,2939,65.6,2.2,68.6,2.2,1924,43,2.3,44.9,2.3,2014
VIRGINIA,White non-Hispanic alone,4145,4094,2850,68.8,2.2,69.6,2.2,1869,45.1,2.4,45.6,2.4,2014
VIRGINIA,Black alone,1188,1153,712,60,5.3,61.7,5.3,394,33.2,5.1,34.2,5.2,2014
VIRGINIA,Asian alone,438,343,209,47.8,9.2,61,10.2,108,24.7,8,31.6,9.7,2014
VIRGINIA,Hispanic (of any race),389,236,112,28.9,11.1,47.4,15.6,60,15.4,8.8,25.4,13.6,2014
VIRGINIA,White alone or in combination,4540,4337,2973,65.5,2.2,68.5,2.2,1934,42.6,2.2,44.6,2.3,2014
VIRGINIA,Black alone or in combination,1233,1199,738,59.8,5.2,61.5,5.2,401,32.5,4.9,33.4,5.1,2014
VIRGINIA,Asian alone or in combination,477,372,233,48.9,8.9,62.8,9.7,116,24.4,7.6,31.3,9.3,2014
WASHINGTON,Total,5333,4776,3281,61.5,2,68.7,2,2390,44.8,2.1,50,2.2,2014
WASHINGTON,Male,2616,2331,1543,59,2.9,66.2,3,1125,43,2.9,48.3,3.1,2014
WASHINGTON,Female,2717,2445,1739,64,2.8,71.1,2.8,1265,46.5,2.9,51.7,3.1,2014
WASHINGTON,White alone,4238,3939,2819,66.5,2.2,71.6,2.2,2088,49.3,2.3,53,2.4,2014
WASHINGTON,White non-Hispanic alone,3716,3644,2683,72.2,2.2,73.6,2.2,2022,54.4,2.5,55.5,2.5,2014
WASHINGTON,Black alone,195,159,74,37.9,12.8,46.6,14.6,53,27.4,11.7,33.7,13.8,2014
WASHINGTON,Asian alone,451,268,161,35.6,8.7,59.9,11.5,110,24.4,7.8,41.2,11.5,2014
WASHINGTON,Hispanic (of any race),635,378,169,26.7,8.4,44.8,12.2,95,15,6.8,25.1,10.6,2014
WASHINGTON,White alone or in combination,4407,4099,2927,66.4,2.2,71.4,2.1,2143,48.6,2.3,52.3,2.4,2014
WASHINGTON,Black alone or in combination,236,196,88,37.5,11.6,45.2,13.1,60,25.3,10.4,30.5,12.1,2014
WASHINGTON,Asian alone or in combination,483,300,180,37.2,8.4,59.9,10.9,127,26.3,7.7,42.4,10.9,2014
WEST VIRGINIA,Total,1449,1440,896,61.8,2.5,62.2,2.5,484,33.4,2.5,33.6,2.5,2014
WEST VIRGINIA,Male,705,703,431,61.1,3.6,61.3,3.6,236,33.5,3.5,33.6,3.5,2014
WEST VIRGINIA,Female,744,738,465,62.5,3.5,63.1,3.5,248,33.3,3.4,33.6,3.5,2014
WEST VIRGINIA,White alone,1376,1373,863,62.7,2.6,62.8,2.6,473,34.4,2.5,34.5,2.5,2014
WEST VIRGINIA,White non-Hispanic alone,1360,1358,852,62.7,2.6,62.8,2.6,470,34.6,2.6,34.6,2.6,2014
WEST VIRGINIA,Black alone,41,41,17,,,,,5,,,,,2014
WEST VIRGINIA,Asian alone,10,5,4,,,,,2,,,,,2014
WEST VIRGINIA,Hispanic (of any race),18,16,11,,,,,3,,,,,2014
WEST VIRGINIA,White alone or in combination,1390,1387,872,62.7,2.6,62.9,2.6,475,34.2,2.5,34.3,2.5,2014
WEST VIRGINIA,Black alone or in combination,49,48,22,,,,,6,,,,,2014
WEST VIRGINIA,Asian alone or in combination,10,6,4,,,,,2,,,,,2014
WISCONSIN,Total,4356,4232,3005,69,2.1,71,2.1,2343,53.8,2.3,55.4,2.3,2014
WISCONSIN,Male,2136,2059,1433,67.1,3.1,69.6,3.1,1140,53.4,3.3,55.4,3.3,2014
WISCONSIN,Female,2220,2173,1572,70.8,2.9,72.4,2.9,1203,54.2,3.2,55.4,3.2,2014
WISCONSIN,White alone,3933,3826,2791,71,2.2,72.9,2.2,2213,56.3,2.4,57.8,2.4,2014
WISCONSIN,White non-Hispanic alone,3715,3689,2727,73.4,2.2,73.9,2.2,2170,58.4,2.4,58.8,2.5,2014
WISCONSIN,Black alone,230,227,129,56.1,12,56.8,12,93,40.4,11.8,40.9,11.9,2014
WISCONSIN,Asian alone,106,91,30,28.8,16.8,33.6,19,9,8.7,10.5,10.2,12.1,2014
WISCONSIN,Hispanic (of any race),248,168,77,31,14,45.8,18.3,53,21.4,12.4,31.7,17.1,2014
WISCONSIN,White alone or in combination,4011,3904,2846,71,2.2,72.9,2.2,2241,55.9,2.4,57.4,2.4,2014
WISCONSIN,Black alone or in combination,270,267,155,57.6,11,58.2,11.1,110,40.9,11,41.4,11,2014
WISCONSIN,Asian alone or in combination,116,101,33,28.5,16,32.8,17.9,12,10.2,10.8,11.7,12.3,2014
WYOMING,Total,441,427,241,54.7,2.7,56.5,2.7,172,39.1,2.6,40.3,2.7,2014
WYOMING,Male,223,215,117,52.6,3.8,54.6,3.8,85,38,3.6,39.5,3.7,2014
WYOMING,Female,217,212,124,56.9,3.8,58.4,3.8,87,40.2,3.7,41.2,3.8,2014
WYOMING,White alone,407,399,227,55.8,2.8,57,2.8,164,40.3,2.7,41.1,2.8,2014
WYOMING,White non-Hispanic alone,384,381,218,56.7,2.8,57.2,2.8,158,41,2.8,41.4,2.8,2014
WYOMING,Black alone,11,9,5,,,,,3,,,,,2014
WYOMING,Asian alone,3,1,0,,,,,,,,,,2014
WYOMING,Hispanic (of any race),29,20,9,,,,,6,,,,,2014
WYOMING,White alone or in combination,414,406,230,55.5,2.7,56.6,2.8,166,40.1,2.7,41,2.7,2014
WYOMING,Black alone or in combination,11,9,5,,,,,3,,,,,2014
WYOMING,Asian alone or in combination,4,2,,,,,,,,,,,2014
